address,postal_code,capacity,city,close,cost_per_unit,country,latitude,longitude,open,payment_modes,staff,available,charger_type,"if_battery_swap_station,_no._of_dockets",id,vendor,charging_type,contact_number,name,coordinates,timing,no_of_chargers,station_type
w4 opposite kalkaji depot govindpuri,110019.0,3.3 KW,New Delhi,23:59:59,45.0,India,28.5384134774595,77.2666841000318,00:00:00,E-Wallet/Card/UPI,Unstaffed,1.0,BOLT 16A LITE 240V 5A/15A Socket,NILL,BOLT_004100,Revos,Charging,,,"{'latitude': 28.5384134774595, 'longitude': 77.2666841000318}",24 hours,1.0,Charging Station
w4 opposite kalkaji depot govindpuri,110019.0,3.3 KW,New Delhi,23:59:59,45.0,India,28.5383416099008,77.2666670009494,00:00:00,E-Wallet/Card/UPI,Unstaffed,1.0,BOLT 16A LITE 240V 5A/15A Socket,NILL,BOLT_004098,Revos,Charging,,,"{'latitude': 28.5383416099008, 'longitude': 77.2666670009494}",24 hours,1.0,Charging Station
"TA-327, TUGHLAKABAD EXTENSION, OKHLA MAIN ROAD. NEW DELHI 110019.",110019.0,3.3 KW,New Delhi,23:59:59,200.0,India,28.5258096912802,77.2603208944201,00:00:00,E-Wallet/Card/UPI,Unstaffed,1.0,BOLT 16A LITE 240V 5A/15A Socket,NILL,BOLT_00010731,Revos,Charging,,,"{'latitude': 28.5258096912802, 'longitude': 77.2603208944201}",24 hours,1.0,Charging Station
delhi fruit and vegetable store\nsaket k block gate no 3,110017.0,3.3 KW,New Delhi,23:59:59,40.0,India,28.521915435791,77.2112197875976,00:00:00,E-Wallet/Card/UPI,Unstaffed,1.0,BOLT 16A LITE 240V 5A/15A Socket,NILL,BOLT_004779,Revos,Charging,,,"{'latitude': 28.521915435791, 'longitude': 77.2112197875976}",24 hours,1.0,Charging Station
"K-34, New Gobind Pura Extension, Near Punajb Sweet Shop, Som Bazar Road",110051.0,3.3 KW,Delhi,23:59:59,,India,28.6506242451985,77.2854692861437,00:00:00,E-Wallet/Card/UPI,Unstaffed,1.0,BOLT 16A LITE 240V 5A/15A Socket,NILL,BOLT_00007557,Revos,Charging,,,"{'latitude': 28.6506242451985, 'longitude': 77.2854692861437}",24 hours,1.0,Charging Station
f 53 Rajiv Nagar begumpur village New Delhi,110081.0,3.3 KW,Delhi,23:59:59,50.0,India,28.7283687591552,77.056037902832,00:00:00,E-Wallet/Card/UPI,Unstaffed,1.0,BOLT 16A LITE 240V 5A/15A Socket,NILL,BOLT_00010158,Revos,Charging,,,"{'latitude': 28.7283687591552, 'longitude': 77.056037902832}",24 hours,1.0,Charging Station
27/127gali no 6 vishwas nagar shahadra delhi 110032,110032.0,3.3 KW,Delhi,23:59:59,,India,28.6643371582031,77.2920379638671,00:00:00,E-Wallet/Card/UPI,Unstaffed,1.0,BOLT 16A LITE 240V 5A/15A Socket,NILL,BOLT_00007788,Revos,Charging,,,"{'latitude': 28.6643371582031, 'longitude': 77.2920379638671}",24 hours,1.0,Charging Station
shop no. 22 gali no. 4d aram park shastri nagar Delhi 110031,110031.0,3.3 KW,New Delhi,23:59:59,30.0,India,28.6438462634438,77.2781297564506,00:00:00,E-Wallet/Card/UPI,Unstaffed,1.0,BOLT 16A LITE 240V 5A/15A Socket,NILL,BOLT_00008082,Revos,Charging,,,"{'latitude': 28.6438462634438, 'longitude': 77.2781297564506}",24 hours,1.0,Charging Station
s7 khirki,110017.0,3.3 KW,New Delhi,23:59:59,,India,28.5308700617521,77.2179872542619,00:00:00,E-Wallet/Card/UPI,Unstaffed,1.0,BOLT 16A LITE 240V 5A/15A Socket,NILL,BOLT_00009352,Revos,Charging,,,"{'latitude': 28.5308700617521, 'longitude': 77.2179872542619}",24 hours,1.0,Charging Station
"plot no 98, gali no 1, niyadar enclave, near sunday market road, Vikas nagar, uttam nagar new delhi- 110059",110059.0,3.3 KW,New Delhi,23:59:59,,India,28.6447696685791,77.0369796752929,00:00:00,E-Wallet/Card/UPI,Unstaffed,1.0,BOLT 16A LITE 240V 5A/15A Socket,NILL,BOLT_00007772,Revos,Charging,,,"{'latitude': 28.6447696685791, 'longitude': 77.0369796752929}",24 hours,1.0,Charging Station
Prem Nagar 1 Kirari Suleman Nagar 1,110041.0,3.3 KW,New Delhi,23:59:59,,India,28.691244699769,77.0605637133121,00:00:00,E-Wallet/Card/UPI,Unstaffed,1.0,BOLT 16A LITE 240V 5A/15A Socket,NILL,BOLT_00007608,Revos,Charging,,,"{'latitude': 28.691244699769, 'longitude': 77.0605637133121}",24 hours,1.0,Charging Station
"7/333A Shri Krishna Gali opp Indra Park, Jwala Nagar Shahdara East Delhi 110032",110032.0,3.3 KW,New Delhi,23:59:59,2.0,India,28.6695035397743,77.298567853868,00:00:00,E-Wallet/Card/UPI,Unstaffed,1.0,BOLT 16A LITE 240V 5A/15A Socket,NILL,BOLT_00007245,Revos,Charging,,,"{'latitude': 28.6695035397743, 'longitude': 77.298567853868}",24 hours,1.0,Charging Station
"Shop no.12 DDA market jg-2 block , Vikas Puri , new Delhi -110018",110018.0,3.3 KW,Delhi,23:59:59,40.0,India,28.6434688568115,77.0810928344726,00:00:00,E-Wallet/Card/UPI,Unstaffed,1.0,BOLT 16A LITE 240V 5A/15A Socket,NILL,BOLT_003863,Revos,Charging,,,"{'latitude': 28.6434688568115, 'longitude': 77.0810928344726}",24 hours,1.0,Charging Station
badarpur,110044.0,3.3 KW,New Delhi,23:59:59,,India,28.4994069317748,77.3006871342659,00:00:00,E-Wallet/Card/UPI,Unstaffed,1.0,BOLT 16A LITE 240V 5A/15A Socket,NILL,BOLT_00010007,Revos,Charging,,,"{'latitude': 28.4994069317748, 'longitude': 77.3006871342659}",24 hours,1.0,Charging Station
c-1/1 golden park shivpuri main road extn opposite Dr lal path labs,110051.0,3.3 KW,Delhi,23:59:59,50.0,India,28.6535377502441,77.2797012329101,00:00:00,E-Wallet/Card/UPI,Unstaffed,1.0,BOLT 16A LITE 240V 5A/15A Socket,NILL,BOLT_004780,Revos,Charging,,,"{'latitude': 28.6535377502441, 'longitude': 77.2797012329101}",24 hours,1.0,Charging Station
RZG- 19 DEV KUNJ DWARKA SEC 7 NEAR MELA GROUND PALAM COLONY NEW DELHI-110075,110077.0,3.3 KW,Delhi,23:59:59,40.0,India,28.5804271697998,77.0772247314453,00:00:00,E-Wallet/Card/UPI,Unstaffed,1.0,BOLT 16A LITE 240V 5A/15A Socket,NILL,BOLT_003925,Revos,Charging,,,"{'latitude': 28.5804271697998, 'longitude': 77.0772247314453}",24 hours,1.0,Charging Station
E 20  Indira Enclave man Loni road metro Pilar no 39_40 gzb up,201102.0,3.3 KW,Delhi,23:59:59,30.0,India,28.715087890625,77.2896575927734,00:00:00,E-Wallet/Card/UPI,Unstaffed,1.0,BOLT 16A LITE 240V 5A/15A Socket,NILL,BOLT_005937,Revos,Charging,,,"{'latitude': 28.715087890625, 'longitude': 77.2896575927734}",24 hours,1.0,Charging Station
E 20 Indra Enclave Loni road metro pillar no 39-40 gzb up,201102.0,3.3 KW,Delhi,23:59:59,30.0,India,28.7151145935058,77.289680480957,00:00:00,E-Wallet/Card/UPI,Unstaffed,1.0,BOLT 16A LITE 240V 5A/15A Socket,NILL,BOLT_004351,Revos,Charging,,,"{'latitude': 28.7151145935058, 'longitude': 77.289680480957}",24 hours,1.0,Charging Station
E 4 Indira enclave main Loni road metro pillar number_44\n Ghaziabad Uttar Pradesh,201102.0,3.3 KW,Delhi,23:59:59,40.0,India,28.7160708800892,77.2897755727171,00:00:00,E-Wallet/Card/UPI,Unstaffed,1.0,BOLT 16A LITE 240V 5A/15A Socket,NILL,BOLT_003249,Revos,Charging,,,"{'latitude': 28.7160708800892, 'longitude': 77.2897755727171}",24 hours,1.0,Charging Station
E-20 Indira enclave main Loni road metro Pilar no 39-40 gzb up,201102.0,3.3 KW,Delhi,23:59:59,30.0,India,28.7151069641113,77.2896652221679,00:00:00,E-Wallet/Card/UPI,Unstaffed,1.0,BOLT 16A LITE 240V 5A/15A Socket,NILL,BOLT_005942,Revos,Charging,,,"{'latitude': 28.7151069641113, 'longitude': 77.2896652221679}",24 hours,1.0,Charging Station
"c252 ,dada Dev comply sec.7 dwarka",110077.0,3.3 KW,New Delhi,23:59:59,40.0,India,28.5831214957187,77.0757326111197,00:00:00,E-Wallet/Card/UPI,Unstaffed,1.0,BOLT 16A LITE 240V 5A/15A Socket,NILL,BOLT_004865,Revos,Charging,,,"{'latitude': 28.5831214957187, 'longitude': 77.0757326111197}",24 hours,1.0,Charging Station
J-6 Pal Chowk M.S park Delhi 110032,110032.0,3.3 KW,New Delhi,23:59:59,50.0,India,28.6799708271068,77.2982919216156,00:00:00,E-Wallet/Card/UPI,Unstaffed,1.0,BOLT 16A LITE 240V 5A/15A Socket,NILL,BOLT_004521,Revos,Charging,,,"{'latitude': 28.6799708271068, 'longitude': 77.2982919216156}",24 hours,1.0,Charging Station
J-6 pal Chowk M.S park Delhi 110032,110032.0,3.3 KW,New Delhi,23:59:59,50.0,India,28.6800752476191,77.2980062663555,00:00:00,E-Wallet/Card/UPI,Unstaffed,1.0,BOLT 16A LITE 240V 5A/15A Socket,NILL,BOLT_003751,Revos,Charging,,,"{'latitude': 28.6800752476191, 'longitude': 77.2980062663555}",24 hours,1.0,Charging Station
C-30/E Railway Colony\nLajpat Nagar - I\nNew Delhi - 110024,110024.0,3.3 KW,New Delhi,23:59:59,,India,28.5757656097412,77.2445526123046,00:00:00,E-Wallet/Card/UPI,Unstaffed,1.0,BOLT 16A LITE 240V 5A/15A Socket,NILL,BOLT_00008070,Revos,Charging,,,"{'latitude': 28.5757656097412, 'longitude': 77.2445526123046}",24 hours,1.0,Charging Station
Shpo no 143 135 DDA  indra Markit old seema puri \ndelhi95,110093.0,3.3 KW,Delhi,23:59:59,40.0,India,28.680389390955,77.3269359022378,00:00:00,E-Wallet/Card/UPI,Unstaffed,1.0,BOLT 16A LITE 240V 5A/15A Socket,NILL,BOLT_004439,Revos,Charging,,,"{'latitude': 28.680389390955, 'longitude': 77.3269359022378}",24 hours,1.0,Charging Station
WZ  879 G/F  KH  NO 33/25 Palam Extn Near Swagat Bharat NewDelhi,110075.0,3.3 KW,New Delhi,23:59:59,50.0,India,28.5855135822441,77.0750640705227,00:00:00,E-Wallet/Card/UPI,Unstaffed,1.0,BOLT 16A LITE 240V 5A/15A Socket,NILL,BOLT_005947,Revos,Charging,,,"{'latitude': 28.5855135822441, 'longitude': 77.0750640705227}",24 hours,1.0,Charging Station
Shop no.15 Tahirpur Red light,110093.0,3.3 KW,New Delhi,23:59:59,40.0,India,28.6879570779821,77.3205901309848,00:00:00,E-Wallet/Card/UPI,Unstaffed,1.0,BOLT 16A LITE 240V 5A/15A Socket,NILL,BOLT_005949,Revos,Charging,,,"{'latitude': 28.6879570779821, 'longitude': 77.3205901309848}",24 hours,1.0,Charging Station
Dwarka sce 7 Near Dada dev colony Delhi 110075,110077.0,3.3 KW,New Delhi,23:59:59,50.0,India,28.583754483909,77.0755130052566,00:00:00,E-Wallet/Card/UPI,Unstaffed,1.0,BOLT 16A LITE 240V 5A/15A Socket,NILL,BOLT_003842,Revos,Charging,,,"{'latitude': 28.583754483909, 'longitude': 77.0755130052566}",24 hours,1.0,Charging Station
V.K Auto Spear parts  Railway Line  Road. Pipal Wali Gali. Raj Nagar  -part  2,110045.0,3.3 KW,New Delhi,23:59:59,50.0,India,28.5802565140812,77.0878069102764,00:00:00,E-Wallet/Card/UPI,Unstaffed,1.0,BOLT 16A LITE 240V 5A/15A Socket,NILL,BOLT_003844,Revos,Charging,,,"{'latitude': 28.5802565140812, 'longitude': 77.0878069102764}",24 hours,1.0,Charging Station
B 220 gali no.8 prem nagar 2 gaurav nagar anand nagar kirari suleman nagar delhi,110086.0,3.3 KW,New Delhi,23:59:59,30.0,India,28.7001800537109,77.0547790527343,00:00:00,E-Wallet/Card/UPI,Unstaffed,1.0,BOLT 16A LITE 240V 5A/15A Socket,NILL,BOLT_00011521,Revos,Charging,,,"{'latitude': 28.7001800537109, 'longitude': 77.0547790527343}",24 hours,1.0,Charging Station
"B9/177,sector-5, rohini ,delhi-85",110085.0,3.3 KW,New Delhi,23:59:59,,India,28.715103149414,77.108039855957,00:00:00,E-Wallet/Card/UPI,Unstaffed,1.0,BOLT 16A LITE 240V 5A/15A Socket,NILL,BOLT_00006152,Revos,Charging,,,"{'latitude': 28.715103149414, 'longitude': 77.108039855957}",24 hours,1.0,Charging Station
k494 johri enclave Metro Station Loni road gzb,201102.0,3.3 KW,Delhi,23:59:59,40.0,India,28.7131624801598,77.2898681089282,00:00:00,E-Wallet/Card/UPI,Unstaffed,1.0,BOLT 16A LITE 240V 5A/15A Socket,NILL,BOLT_005983,Revos,Charging,,,"{'latitude': 28.7131624801598, 'longitude': 77.2898681089282}",24 hours,1.0,Charging Station
Wheel Cart Palam metro station ke Samne,110045.0,3.3 KW,Delhi,23:59:59,50.0,India,28.5882618384794,77.0828622579574,00:00:00,E-Wallet/Card/UPI,Unstaffed,1.0,BOLT 16A LITE 240V 5A/15A Socket,NILL,BOLT_005951,Revos,Charging,,,"{'latitude': 28.5882618384794, 'longitude': 77.0828622579574}",24 hours,1.0,Charging Station
Mahesh auto service center WZ 907,110075.0,3.3 KW,New Delhi,23:59:59,50.0,India,28.5867300661736,77.0774173736572,00:00:00,E-Wallet/Card/UPI,Unstaffed,1.0,BOLT 16A LITE 240V 5A/15A Socket,NILL,BOLT_003248,Revos,Charging,,,"{'latitude': 28.5867300661736, 'longitude': 77.0774173736572}",24 hours,1.0,Charging Station
"Home no.98,O block fhase 4 shive vihar dehli karaval nagar 94 near shiv shakti school",110094.0,3.3 KW,Delhi,23:59:59,30.0,India,28.7268733978271,77.2829818725586,00:00:00,E-Wallet/Card/UPI,Unstaffed,1.0,BOLT 16A LITE 240V 5A/15A Socket,NILL,BOLT_005973,Revos,Charging,,,"{'latitude': 28.7268733978271, 'longitude': 77.2829818725586}",24 hours,1.0,Charging Station
"Home no.98,O block fhase 4 shive vihar dehli karaval nagar 94 near m/s saksham clinic",110090.0,3.3 KW,New Delhi,23:59:59,30.0,India,28.7264766693115,77.2830429077148,00:00:00,E-Wallet/Card/UPI,Unstaffed,1.0,BOLT 16A LITE 240V 5A/15A Socket,NILL,BOLT_005967,Revos,Charging,,,"{'latitude': 28.7264766693115, 'longitude': 77.2830429077148}",24 hours,1.0,Charging Station
Rz 134 B Block New Gopal Nagar Najafgarh new delhi,110043.0,3.3 KW,New Delhi,23:59:59,20.0,India,28.6056102587308,76.9679487124085,00:00:00,E-Wallet/Card/UPI,Unstaffed,1.0,BOLT 16A LITE 240V 5A/15A Socket,NILL,BOLT_00011627,Revos,Charging,,,"{'latitude': 28.6056102587308, 'longitude': 76.9679487124085}",24 hours,1.0,Charging Station
n block gurdwara dera dukh niwaran raghubir nagar near bus stand 912 new delhi 27,110027.0,3.3 KW,New Delhi,23:59:59,30.0,India,28.659324645996,77.1118774414062,00:00:00,E-Wallet/Card/UPI,Unstaffed,1.0,BOLT 16A LITE 240V 5A/15A Socket,NILL,BOLT_00011514,Revos,Charging,,,"{'latitude': 28.659324645996, 'longitude': 77.1118774414062}",24 hours,1.0,Charging Station
"c9, panchsheel vihar",110017.0,3.3 KW,New Delhi,23:59:59,30.0,India,28.5342963298393,77.2193025425076,00:00:00,E-Wallet/Card/UPI,Unstaffed,1.0,BOLT 16A LITE 240V 5A/15A Socket,NILL,BOLT_00007158,Revos,Charging,,,"{'latitude': 28.5342963298393, 'longitude': 77.2193025425076}",24 hours,1.0,Charging Station
"161 joga bai ,\nMain road,\nopp. Go mobile\nzakir nagar\nnew Delhi",110025.0,3.3 KW,New Delhi,23:59:59,50.0,India,28.56640098472,77.2826137393713,00:00:00,E-Wallet/Card/UPI,Unstaffed,1.0,BOLT 16A LITE 240V 5A/15A Socket,NILL,BOLT_00011959,Revos,Charging,,,"{'latitude': 28.56640098472, 'longitude': 77.2826137393713}",24 hours,1.0,Charging Station
A 142 Gali no.14 Harsh Vihar Hari Nagar Part-III Badarpur New Delhi-110044,110044.0,3.3 KW,New Delhi,23:59:59,13.0,India,28.4989604949951,77.3273849487304,00:00:00,E-Wallet/Card/UPI,Unstaffed,1.0,BOLT 16A LITE 240V 5A/15A Socket,NILL,BOLT_00008781,Revos,Charging,,,"{'latitude': 28.4989604949951, 'longitude': 77.3273849487304}",24 hours,1.0,Charging Station
d-9 gf devkunj vill palam near JJ colony new delhi 110045,110077.0,3.3 KW,New Delhi,23:59:59,50.0,India,28.5851599984816,77.0772390067577,00:00:00,E-Wallet/Card/UPI,Unstaffed,1.0,BOLT 16A LITE 240V 5A/15A Socket,NILL,BOLT_005946,Revos,Charging,,,"{'latitude': 28.5851599984816, 'longitude': 77.0772390067577}",24 hours,1.0,Charging Station
d-9 gf devkunj vill palam near JJ colony new delhi 110045,110077.0,3.3 KW,New Delhi,23:59:59,50.0,India,28.5851947386541,77.0771810039877,00:00:00,E-Wallet/Card/UPI,Unstaffed,1.0,BOLT 16A LITE 240V 5A/15A Socket,NILL,BOLT_005925,Revos,Charging,,,"{'latitude': 28.5851947386541, 'longitude': 77.0771810039877}",24 hours,1.0,Charging Station
h.no 120 main nala road shiv vihar krawal nagar,110090.0,3.3 KW,New Delhi,23:59:59,40.0,India,28.7181973629522,77.2798420116305,00:00:00,E-Wallet/Card/UPI,Unstaffed,1.0,BOLT 16A LITE 240V 5A/15A Socket,NILL,BOLT_005968,Revos,Charging,,,"{'latitude': 28.7181973629522, 'longitude': 77.2798420116305}",24 hours,1.0,Charging Station
h.no 120 main nala road shiv vihar krawal nagar,110090.0,3.3 KW,New Delhi,23:59:59,40.0,India,28.7182032436524,77.2797531634569,00:00:00,E-Wallet/Card/UPI,Unstaffed,1.0,BOLT 16A LITE 240V 5A/15A Socket,NILL,BOLT_005985,Revos,Charging,,,"{'latitude': 28.7182032436524, 'longitude': 77.2797531634569}",24 hours,1.0,Charging Station
Laxmi Nagar,110092.0,3.3 KW,New Delhi,23:59:59,,India,28.6361158990998,77.2768037393689,00:00:00,E-Wallet/Card/UPI,Unstaffed,1.0,BOLT 16A LITE 240V 5A/15A Socket,NILL,BOLT_00010658,Revos,Charging,,,"{'latitude': 28.6361158990998, 'longitude': 77.2768037393689}",24 hours,1.0,Charging Station
D-251 Mangla puri village main road palam colony,110045.0,3.3 KW,New Delhi,23:59:59,350.0,India,28.587850561426,77.0864604413509,00:00:00,E-Wallet/Card/UPI,Unstaffed,1.0,BOLT 16A LITE 240V 5A/15A Socket,NILL,BOLT_00011902,Revos,Charging,,,"{'latitude': 28.587850561426, 'longitude': 77.0864604413509}",24 hours,1.0,Charging Station
c-1/220 new kondli near R K tower,110096.0,3.3 KW,New Delhi,23:59:59,40.0,India,28.6054389463005,77.3338291794061,00:00:00,E-Wallet/Card/UPI,Unstaffed,1.0,BOLT 16A LITE 240V 5A/15A Socket,NILL,BOLT_005972,Revos,Charging,,,"{'latitude': 28.6054389463005, 'longitude': 77.3338291794061}",24 hours,1.0,Charging Station
"plott 161, amberhai extension",110075.0,3.3 KW,New Delhi,23:59:59,,India,28.5766203393013,77.0478782057762,00:00:00,E-Wallet/Card/UPI,Unstaffed,1.0,BOLT 16A LITE 240V 5A/15A Socket,NILL,BOLT_00011136,Revos,Charging,,,"{'latitude': 28.5766203393013, 'longitude': 77.0478782057762}",24 hours,1.0,Charging Station
"c-1/220 new kondli near R,K g tower Delhi4",110096.0,3.3 KW,New Delhi,23:59:59,40.0,India,28.6054613170117,77.3338969051837,00:00:00,E-Wallet/Card/UPI,Unstaffed,1.0,BOLT 16A LITE 240V 5A/15A Socket,NILL,BOLT_005996,Revos,Charging,,,"{'latitude': 28.6054613170117, 'longitude': 77.3338969051837}",24 hours,1.0,Charging Station
Rz20 e/4 Raj nagar part 1 palam colony near nirankari bhawan New delhi,110045.0,3.3 KW,New Delhi,23:59:59,50.0,India,28.5830258111259,77.0879225805401,00:00:00,E-Wallet/Card/UPI,Unstaffed,1.0,BOLT 16A LITE 240V 5A/15A Socket,NILL,BOLT_005869,Revos,Charging,,,"{'latitude': 28.5830258111259, 'longitude': 77.0879225805401}",24 hours,1.0,Charging Station
"Sanjay Colony II, Sanjay Colony, Okhla Phase II, Okhla Industrial Estate, New Delhi, Delhi 110020",110020.0,3.3 KW,New Delhi,23:59:59,5.0,India,28.5413247,77.2755771,00:00:00,E-Wallet/Card/UPI,Unstaffed,1.0,BOLT 16A LITE 240V 5A/15A Socket,NILL,BOLT_002553,Revos,Charging,,,"{'latitude': 28.5413247, 'longitude': 77.2755771}",24 hours,1.0,Charging Station
"A-1, ADHYAPAK NAGAR OPPOSITE BANIYA KI DUKAAN NAJAFGARH ROAD NANGLOI DELHI-41",110041.0,3.3 KW,Delhi,23:59:59,40.0,India,28.6690940856933,77.0565643310546,00:00:00,E-Wallet/Card/UPI,Unstaffed,1.0,BOLT 16A LITE 240V 5A/15A Socket,NILL,BOLT_005872,Revos,Charging,,,"{'latitude': 28.6690940856933, 'longitude': 77.0565643310546}",24 hours,1.0,Charging Station
naveen shahdara PANCHHEEL garden delhi,110032.0,3.3 KW,Delhi,23:59:59,,India,28.6763342810607,77.2795114293694,00:00:00,E-Wallet/Card/UPI,Unstaffed,1.0,BOLT 16A LITE 240V 5A/15A Socket,NILL,BOLT_005873,Revos,Charging,,,"{'latitude': 28.6763342810607, 'longitude': 77.2795114293694}",24 hours,1.0,Charging Station
national Aquatech solution G-2nd gali no.18 Near national building material suppliers tiranga chowk \nsangam vihar new delhi-110080,110080.0,3.3 KW,New Delhi,23:59:59,30.0,India,28.4995377554296,77.2478868439793,00:00:00,E-Wallet/Card/UPI,Unstaffed,1.0,BOLT 16A LITE 240V 5A/15A Socket,NILL,BOLT_00008607,Revos,Charging,,,"{'latitude': 28.4995377554296, 'longitude': 77.2478868439793}",24 hours,1.0,Charging Station
166c Pocket 12 Jasola vihar new Delhi 110025,110020.0,3.3 KW,New Delhi,23:59:59,,India,28.5501248781672,77.2885149344801,00:00:00,E-Wallet/Card/UPI,Unstaffed,1.0,BOLT 16A LITE 240V 5A/15A Socket,NILL,BOLT_00012073,Revos,Charging,,,"{'latitude': 28.5501248781672, 'longitude': 77.2885149344801}",24 hours,1.0,Charging Station
"C-139 , Savitri nagar ,New Delhi-17",110017.0,3.3 KW,New Delhi,23:59:59,,India,28.5385704666691,77.2189079225063,00:00:00,E-Wallet/Card/UPI,Unstaffed,1.0,BOLT 16A LITE 240V 5A/15A Socket,NILL,BOLT_00012539,Revos,Charging,,,"{'latitude': 28.5385704666691, 'longitude': 77.2189079225063}",24 hours,1.0,Charging Station
moni Tayer House metro piler no 59,201102.0,3.3 KW,Delhi,23:59:59,45.0,India,28.7201759058641,77.2896176576614,00:00:00,E-Wallet/Card/UPI,Unstaffed,1.0,BOLT 16A LITE 240V 5A/15A Socket,NILL,BOLT_005989,Revos,Charging,,,"{'latitude': 28.7201759058641, 'longitude': 77.2896176576614}",24 hours,1.0,Charging Station
Moni tayer House metro pikar no 59,201102.0,3.3 KW,Delhi,23:59:59,45.0,India,28.7201691431865,77.2895978763699,00:00:00,E-Wallet/Card/UPI,Unstaffed,1.0,BOLT 16A LITE 240V 5A/15A Socket,NILL,BOLT_005875,Revos,Charging,,,"{'latitude': 28.7201691431865, 'longitude': 77.2895978763699}",24 hours,1.0,Charging Station
A-2/262 Janak Puri New Delhi 110058,110058.0,3.3 KW,Delhi,23:59:59,50.0,India,28.6194992065429,77.0772094726562,00:00:00,E-Wallet/Card/UPI,Unstaffed,1.0,BOLT 16A LITE 240V 5A/15A Socket,NILL,BOLT_00013175,Revos,Charging,,,"{'latitude': 28.6194992065429, 'longitude': 77.0772094726562}",24 hours,1.0,Charging Station
E11/A162Shastri park near petrol pump Delhi 53,110053.0,3.3 KW,Delhi,23:59:59,40.0,India,28.6725505272369,77.2548324242234,00:00:00,E-Wallet/Card/UPI,Unstaffed,1.0,BOLT 16A LITE 240V 5A/15A Socket,NILL,BOLT_005969,Revos,Charging,,,"{'latitude': 28.6725505272369, 'longitude': 77.2548324242234}",24 hours,1.0,Charging Station
b 80 Dayanand colony Lajpat Nagar 4,110024.0,3.3 KW,New Delhi,23:59:59,50.0,India,28.5628128051757,77.2466735839843,00:00:00,E-Wallet/Card/UPI,Unstaffed,1.0,BOLT 16A LITE 240V 5A/15A Socket,NILL,BOLT_00014169,Revos,Charging,,,"{'latitude': 28.5628128051757, 'longitude': 77.2466735839843}",24 hours,1.0,Charging Station
E11/A162shastri park Delhi 53,110053.0,3.3 KW,Delhi,23:59:59,40.0,India,28.67248434048,77.255283370614,00:00:00,E-Wallet/Card/UPI,Unstaffed,1.0,BOLT 16A LITE 240V 5A/15A Socket,NILL,BOLT_005971,Revos,Charging,,,"{'latitude': 28.67248434048, 'longitude': 77.255283370614}",24 hours,1.0,Charging Station
E11/162 shastri park Delhi 53,110094.0,3.3 KW,Delhi,23:59:59,40.0,India,28.6725684711948,77.2535375878214,00:00:00,E-Wallet/Card/UPI,Unstaffed,1.0,BOLT 16A LITE 240V 5A/15A Socket,NILL,BOLT_005966,Revos,Charging,,,"{'latitude': 28.6725684711948, 'longitude': 77.2535375878214}",24 hours,1.0,Charging Station
I 115 sunder nagri delhi 93,110093.0,3.3 KW,New Delhi,23:59:59,50.0,India,28.6956262702999,77.3222071677446,00:00:00,E-Wallet/Card/UPI,Unstaffed,1.0,BOLT 16A LITE 240V 5A/15A Socket,NILL,BOLT_005941,Revos,Charging,,,"{'latitude': 28.6956262702999, 'longitude': 77.3222071677446}",24 hours,1.0,Charging Station
